,Date,Aggregator,Market_Real,Crop,Quantity_Real,Price,Amount,State,Av_Rate,Total_Quantity,Deviation,Max_Deviation,STD,Max D /STD,D/Av,D/STD,Deviation_Factor,STD/Av,Flag,Compute
912,12/21/2016,2286,3,2,579,6,3474,1,6.168079869,3656,0.168079869,2.168079869,0.91126624,,0.02724995,0.1844465,0.005026158,0.147739047,1,1
913,1/18/2017,2286,3,2,356,5.5,1958,1,5.5,1196,0,0,0,,0,,,0,1,1
914,2/16/2016,2286,3,2,413,2.25,929.25,1,2.256137425,1499,0.006137425,0.093862575,0.024001552,,0.002720324,0.255709501,0.000695613,0.010638338,1,1
915,12/21/2015,2286,3,2,18,8,144,1,7.386666667,150,0.613333333,0.613333333,0.486986196,,0.083032491,1.25944706,0.104575027,0.065927734,1,1
916,1/9/2016,2286,3,2,93,6,558,1,5.836065574,366,0.163934426,0.336065574,0.234718378,,0.028089888,0.698430296,0.019618829,0.040218598,1,1
917,11/12/2016,2286,3,2,441,5,2205,1,5.216802168,1845,0.216802168,1.783197832,0.621772592,,0.041558442,0.348684022,0.014490765,0.119186538,1,1
2794,11/15/2016,2585,3,17,85,14,1190,1,11.83587786,262,2.164122137,2.164122137,1.535760433,1.409153466,0.182844244,1.409153466,0.2576556,0.129754671,3,1
919,1/12/2016,2286,3,2,48,5,240,1,5.176844262,1220,0.176844262,0.176844262,0.113741692,,0.03416063,1.554788393,0.053112551,0.021971241,1,1
920,12/21/2015,2286,3,2,92,7,644,1,7.386666667,150,0.386666667,0.613333333,0.486986196,,0.05234657,0.793999233,0.041563137,0.065927734,1,1
921,11/17/2016,2286,3,2,42,4,168,1,4.365974283,1011,0.365974283,1.634025717,0.583815272,,0.083824196,0.626866579,0.052546587,0.133719357,1,1
3220,11/15/2016,2585,3,17,141,11,1551,1,11.83587786,262,0.835877863,2.164122137,1.535760433,1.409153466,0.07062238,0.544276207,0.038438081,0.129754671,3,1
923,2/4/2017,2286,3,2,72,4,288,1,3.882998172,1641,0.117001828,1.117001828,0.552560738,,0.030131827,0.211744737,0.006380256,0.142302601,1,1
924,11/2/2016,2286,3,2,230,11,2530,1,14.88369921,2141,3.883699206,3.883699206,2.640895732,,0.260936421,1.470599221,0.383732898,0.177435441,5,1
925,11/12/2016,2286,3,2,179,5,895,1,5.216802168,1845,0.216802168,1.783197832,0.621772592,,0.041558442,0.348684022,0.014490765,0.119186538,1,1
5274,11/15/2016,2749,3,17,36,10,360,1,11.83587786,262,1.835877863,2.164122137,1.535760433,1.409153466,0.155111254,1.195419431,0.185423007,0.129754671,3,1
4731,5/1/2017,2586,3,38,266,10,2660,1,8.666666667,399,1.333333333,2.666666667,1.885618083,1.414213562,0.153846154,0.707106781,0.108785659,0.217571317,3,1
4732,5/1/2017,2586,3,38,133,6,798,1,8.666666667,399,2.666666667,2.666666667,1.885618083,1.414213562,0.307692308,1.414213562,0.435142635,0.217571317,3,1
4106,5/10/2017,2585,3,21,160,11,1760,1,10.4494969,5168,0.550503096,2.550503096,1.768249531,1.442388674,0.052682258,0.31132659,0.016401388,0.169218628,3,1
930,2/4/2017,2286,3,2,47,4,188,1,3.882998172,1641,0.117001828,1.117001828,0.552560738,,0.030131827,0.211744737,0.006380256,0.142302601,1,1
931,2/4/2017,2286,3,2,43,3.5,150.5,1,3.882998172,1641,0.382998172,1.117001828,0.552560738,,0.098634652,0.693133162,0.068366948,0.142302601,1,1
932,2/20/2016,2286,3,2,298,2.25,670.5,1,2.135238386,1636,0.114761614,0.135238386,0.124579996,,0.053746511,0.92118813,0.049510648,0.058344772,1,1
933,3/2/2016,2286,3,2,89,3,267,1,3,935,0,0,0,,0,,,0,1,1
934,3/15/2016,2286,3,2,189,3,567,1,3.264826176,978,0.264826176,0.264826176,0.249559982,,0.081114939,1.061172444,0.086076938,0.07643898,1,1
7817,5/10/2017,3916,3,21,220,12,2640,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
8231,5/10/2017,3916,3,21,983,9,8847,1,10.4494969,5168,1.449496904,2.550503096,1.768249531,1.442388674,0.138714516,0.819735495,0.113709212,0.169218628,3,1
937,12/28/2015,2286,3,3,125,5,625,1,4.505018821,3188,0.494981179,0.505018821,0.499974811,,0.109873277,0.990012234,0.108775888,0.110981736,1,1
938,12/12/2015,2286,3,2,590,5,2950,1,4.403324584,3429,0.596675416,1.096675416,0.75124124,,0.135505663,0.794252743,0.107625744,0.170607736,1,1
939,3/17/2016,2286,3,2,141,3.5,493.5,1,3.5,1517,0,0,0,,0,,,0,1,1
8264,5/10/2017,3916,3,21,230,9,2070,1,10.4494969,5168,1.449496904,2.550503096,1.768249531,1.442388674,0.138714516,0.819735495,0.113709212,0.169218628,3,1
941,3/18/2016,2286,3,2,52,4,208,1,4,52,0,0,0,,0,,,0,1,1
942,3/17/2016,2286,3,2,153,3.5,535.5,1,3.5,1517,0,0,0,,0,,,0,1,1
943,3/21/2016,2287,3,3,728,1.5,1092,1,1.5,978,0,0,0,,0,,,0,1,1
944,12/23/2016,2287,3,3,1077,5,5385,1,96.41766794,3662,91.41766794,91.91766794,91.24215479,,0.948142284,1.001923597,0.949966128,0.946321942,4,1
945,12/23/2016,2287,3,2,142,6,852,1,5.314315353,964,0.685684647,0.685684647,0.464242622,,0.129025961,1.476996328,0.190570871,0.087356995,1,1
946,2/20/2016,2286,3,2,94,2.25,211.5,1,2.135238386,1636,0.114761614,0.135238386,0.124579996,,0.053746511,0.92118813,0.049510648,0.058344772,1,1
947,1/11/2016,2286,3,2,60,4,240,1,4.612853629,1626,0.612853629,0.637146371,0.495314056,,0.132857809,1.237303123,0.164385383,0.107376929,1,1
948,11/8/2016,2286,3,2,76,11,836,1,13.7029218,5921,2.702921804,9.702921804,3.806376916,,0.197251494,0.710103561,0.140068989,0.277778489,5,1
949,11/8/2016,2286,3,17,14,23,322,1,28.52661871,695,5.526618705,6.526618705,2.572476777,,0.193735499,2.148364858,0.416214537,0.090178118,5,1
950,12/1/2016,2286,3,3,513,5,2565,1,5,3579,0,0,0,,0,,,0,1,1
951,12/18/2016,2286,3,2,149,6,894,1,6.252794039,3758,0.252794039,2.747205961,0.93933124,,0.040428973,0.269121295,0.010880297,0.15022584,1,1
952,1/26/2017,2286,3,2,98,4,392,1,4.908690869,909,0.908690869,1.091309131,0.861996392,,0.185118781,1.054170154,0.195146694,0.175606168,1,1
953,2/9/2016,2287,3,3,600,1,600,1,1,1592,0,0,0,,0,,,0,1,1
954,3/16/2016,2286,3,2,52,3,156,1,3,52,0,0,0,,0,,,0,1,1
955,3/20/2016,2286,3,2,24,2,48,1,2,741,0,0,0,,0,,,0,1,1
956,12/3/2016,2286,3,2,181,2.25,407.25,1,3.421014654,4504,1.171014654,2.078985346,0.868005342,,0.342300391,1.349086921,0.46179298,0.253727455,1,1
8285,5/10/2017,3916,3,21,1086,8,8688,1,10.4494969,5168,2.449496904,2.550503096,1.768249531,1.442388674,0.234412903,1.385266537,0.32472435,0.169218628,3,1
958,3/2/2016,2286,3,2,26,3,78,1,3,935,0,0,0,,0,,,0,1,1
959,3/20/2016,2286,3,2,15,2,30,1,2,741,0,0,0,,0,,,0,1,1
960,11/20/2016,2286,3,2,28,4,112,1,5.374417314,4505,1.374417314,1.625582686,0.770306178,,0.25573327,1.784248073,0.456291594,0.143328315,1,1
8316,5/10/2017,3916,3,21,277,12,3324,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
962,3/2/2016,2286,3,2,145,3,435,1,3,935,0,0,0,,0,,,0,1,1
963,12/21/2015,2286,3,3,812,5.5,4466,1,5.045973558,6656,0.454026442,0.545973558,0.224489301,,0.089977967,2.022485881,0.181979168,0.044488799,1,1
964,2/5/2017,2286,3,2,42,4,168,1,4,539,0,0,0,,0,,,0,1,1
8351,5/10/2017,3916,3,21,310,12,3720,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
8371,5/10/2017,3916,3,21,256,12,3072,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
8386,5/10/2017,3916,3,21,247,12,2964,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
968,12/12/2015,2286,3,2,55,5,275,1,4.403324584,3429,0.596675416,1.096675416,0.75124124,,0.135505663,0.794252743,0.107625744,0.170607736,1,1
969,11/21/2016,2286,3,3,1077,7.25,7808.25,1,7.25,2811,0,0,0,,0,,,0,1,1
8398,5/10/2017,3916,3,21,283,12,3396,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
971,11/20/2016,2286,3,2,160,4,640,1,5.374417314,4505,1.374417314,1.625582686,0.770306178,,0.25573327,1.784248073,0.456291594,0.143328315,1,1
972,11/21/2016,2286,3,2,50,4.25,212.5,1,4.58493495,3382,0.33493495,1.58493495,0.611657387,,0.073051189,0.547585882,0.0400018,0.133405903,1,1
8560,5/10/2017,3916,3,21,456,12,5472,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
974,1/9/2016,2286,3,3,374,2,748,1,2.060386473,2898,0.060386473,0.439613527,0.162931613,,0.029308324,0.370624658,0.010862387,0.07907818,1,1
975,12/28/2015,2286,3,3,778,4,3112,1,4.505018821,3188,0.505018821,0.505018821,0.499974811,,0.112101379,1.010088528,0.113232317,0.110981736,1,1
976,12/18/2016,2286,3,3,1370,6,8220,1,7.085141903,2995,1.085141903,1.085141903,0.996368835,,0.153157399,1.089096592,0.166803201,0.140627929,1,1
977,2/4/2017,2286,3,2,90,3.5,315,1,3.882998172,1641,0.382998172,1.117001828,0.552560738,,0.098634652,0.693133162,0.068366948,0.142302601,1,1
978,12/26/2016,2287,3,3,1091,2.25,2454.75,1,2.466124526,5011,0.216124526,2.533875474,0.827394313,,0.087637313,0.261211037,0.022891833,0.335503866,1,1
979,12/28/2015,2286,3,3,277,4,1108,1,4.505018821,3188,0.505018821,0.505018821,0.499974811,,0.112101379,1.010088528,0.113232317,0.110981736,1,1
980,1/9/2016,2286,3,3,626,2,1252,1,2.060386473,2898,0.060386473,0.439613527,0.162931613,,0.029308324,0.370624658,0.010862387,0.07907818,1,1
981,2/11/2016,2286,3,2,1012,3,3036,1,3,1012,0,0,0,,0,,,0,1,1
982,10/31/2016,2286,3,4,128,40,5120,1,27.34399405,1344.5,12.65600595,12.65600595,4.892629436,,0.462844087,2.586749337,1.197261634,0.178928851,5,1
983,11/1/2016,2286,3,3,265,13,3445,1,13,1086,0,0,0,,0,,,0,1,1
984,11/1/2016,2286,3,4,60,34,2040,1,28.61461794,602,5.38538206,6.61461794,2.920483099,,0.188203878,1.844003844,0.347048674,0.102062628,5,1
8572,5/10/2017,3916,3,21,305,12,3660,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
8587,5/10/2017,3916,3,21,130,13,1690,1,10.4494969,5168,2.550503096,2.550503096,1.768249531,1.442388674,0.244079033,1.442388674,0.352056832,0.169218628,3,1
987,12/21/2016,2286,3,2,305,6,1830,1,6.168079869,3656,0.168079869,2.168079869,0.91126624,,0.02724995,0.1844465,0.005026158,0.147739047,1,1
988,1/18/2017,2286,3,2,147,5.5,808.5,1,5.5,1196,0,0,0,,0,,,0,1,1
8608,5/10/2017,3916,3,21,120,12,1440,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
990,1/29/2017,2286,3,2,42,4,168,1,4.595710882,1259,0.595710882,1.404289118,0.87920863,,0.129623228,0.677553497,0.087826672,0.191310692,1,1
991,3/20/2016,2286,3,2,152,2,304,1,2,741,0,0,0,,0,,,0,1,1
992,11/8/2016,2286,3,2,121,8,968,1,13.7029218,5921,5.702921804,9.702921804,3.806376916,,0.416182905,1.498254621,0.623547961,0.277778489,5,1
993,12/18/2016,2286,3,2,292,6,1752,1,6.252794039,3758,0.252794039,2.747205961,0.93933124,,0.040428973,0.269121295,0.010880297,0.15022584,1,1
994,2/15/2016,2286,3,2,668,3,2004,1,3,760,0,0,0,,0,,,0,1,1
995,2/16/2016,2286,3,2,92,2.35,216.2,1,2.256137425,1499,0.093862575,0.093862575,0.024001552,,0.041603217,3.910687697,0.162697189,0.010638338,1,1
8618,5/10/2017,3916,3,21,105,12,1260,1,10.4494969,5168,1.550503096,2.550503096,1.768249531,1.442388674,0.148380646,0.876857632,0.130108701,0.169218628,3,1
997,11/17/2016,2286,3,2,102,4,408,1,4.365974283,1011,0.365974283,1.634025717,0.583815272,,0.083824196,0.626866579,0.052546587,0.133719357,1,1
998,2/4/2017,2286,3,2,77,4,308,1,3.882998172,1641,0.117001828,1.117001828,0.552560738,,0.030131827,0.211744737,0.006380256,0.142302601,1,1
598,2/13/2017,2287,3,2,161,6,966,1,8.49598163,871,2.49598163,2.49598163,1.728977697,1.44361702,0.293783784,1.44361702,0.42411127,0.203505348,3,1
1000,1/30/2017,2287,3,2,216,3,648,1,3.678721174,2385,0.678721174,0.678721174,0.307749387,,0.184499216,2.205434688,0.406900972,0.083656622,1,1
1001,2/20/2017,2287,3,2,365,5,1825,1,4.84863774,991,0.15136226,0.84863774,0.358401627,,0.031217482,0.422325818,0.013183949,0.073918005,1,1
1002,12/19/2015,2286,3,2,44,7,308,1,7,601,0,0,0,,0,,,0,1,1
1003,12/12/2015,2286,3,2,176,4,704,1,4.403324584,3429,0.403324584,1.096675416,0.75124124,,0.09159547,0.536877587,0.049175555,0.170607736,1,1
1004,12/12/2015,2286,3,2,429,3.5,1501.5,1,4.403324584,3429,0.903324584,1.096675416,0.75124124,,0.205146036,1.202442753,0.246676364,0.170607736,1,1
1005,12/17/2015,2286,3,3,335,4,1340,1,4,4501.4,0,0,0,,0,,,0,1,1
1006,12/19/2015,2286,3,3,322,4.5,1449,1,4.31754682,5927,0.18245318,0.68245318,0.251143876,,0.04225853,0.726488671,0.030700343,0.058168188,1,1
1007,12/21/2015,2286,3,3,408,5,2040,1,5.045973558,6656,0.045973558,0.545973558,0.224489301,,0.009110939,0.204791754,0.001865845,0.044488799,1,1
1008,12/8/2015,2287,3,3,100,4,400,1,4.216216216,1850,0.216216216,0.283783784,0.247706794,,0.051282051,0.872871561,0.044762644,0.05875097,1,1
1009,12/26/2016,2287,3,2,348,4,1392,1,4.41091954,1566,0.41091954,0.91091954,0.652298851,,0.093159609,0.629955947,0.05868645,0.147882736,1,1
1010,1/30/2017,2287,3,2,413,3.5,1445.5,1,3.678721174,2385,0.178721174,0.678721174,0.307749387,,0.048582419,0.580736084,0.028213564,0.083656622,1,1
1011,2/8/2017,2287,3,2,206,4,824,1,4,531,0,0,0,,0,,,0,1,1
1012,2/20/2017,2287,3,2,425,5,2125,1,4.84863774,991,0.15136226,0.84863774,0.358401627,,0.031217482,0.422325818,0.013183949,0.073918005,1,1
1013,3/2/2016,2286,3,2,203,3,609,1,3,935,0,0,0,,0,,,0,1,1
1014,12/25/2015,2286,3,3,512,5,2560,1,5,2581,0,0,0,,0,,,0,1,1
1015,12/27/2015,2286,3,3,270,5,1350,1,4.968707941,2972,0.031292059,0.331292059,0.187397202,,0.006297826,0.166982531,0.001051627,0.037715479,1,1
888,2/13/2017,2286,3,2,222,7,1554,1,8.49598163,871,1.49598163,2.49598163,1.728977697,1.44361702,0.176081081,0.86524056,0.152352493,0.203505348,3,1
2158,2/13/2017,2585,3,2,195,10,1950,1,8.49598163,871,1.50401837,2.49598163,1.728977697,1.44361702,0.177027027,0.869888821,0.153993832,0.203505348,3,1
3322,2/13/2017,2585,3,2,105,10,1050,1,8.49598163,871,1.50401837,2.49598163,1.728977697,1.44361702,0.177027027,0.869888821,0.153993832,0.203505348,3,1
3674,2/13/2017,2585,3,2,188,10,1880,1,8.49598163,871,1.50401837,2.49598163,1.728977697,1.44361702,0.177027027,0.869888821,0.153993832,0.203505348,3,1
1020,10/25/2016,2286,3,3,145,12,1740,1,11.99509002,611,0.004909984,0.504909984,0.436631336,,0.000409333,0.011245147,4.60E-06,0.036400839,1,1
1021,10/29/2016,2286,3,3,265,12,3180,1,12,265,0,0,0,,0,,,0,1,1
1022,11/10/2016,2286,3,3,336,11.5,3864,1,12.33349562,2054,0.833495618,1.666504382,0.850727251,,0.067579837,0.979744821,0.066210995,0.068976978,1,1
3011,5/11/2017,2585,3,9,341,2,682,1,3.542175684,1719,1.542175684,1.542175684,1.056488378,1.459718551,0.435375267,1.459718551,0.635525354,0.298259734,3,1
8620,5/11/2017,3916,3,9,405,5,2025,1,3.542175684,1719,1.457824316,1.542175684,1.056488378,1.459718551,0.411561833,1.379877287,0.567904825,0.298259734,3,1
8823,5/11/2017,3916,3,9,463,4,1852,1,3.542175684,1719,0.457824316,1.542175684,1.056488378,1.459718551,0.129249466,0.433345341,0.056009654,0.298259734,3,1
1026,1/12/2017,2287,3,2,518,3,1554,1,5.400336889,1781,2.400336889,3.099663111,2.234254256,,0.444479102,1.074334706,0.477519325,0.413724977,5,1
8828,5/11/2017,3916,3,9,510,3,1530,1,3.542175684,1719,0.542175684,1.542175684,1.056488378,1.459718551,0.1530629,0.513186605,0.07854983,0.298259734,3,1
1028,2/8/2017,2287,3,2,325,4,1300,1,4,531,0,0,0,,0,,,0,1,1
1029,2/20/2017,2287,3,2,51,5,255,1,4.84863774,991,0.15136226,0.84863774,0.358401627,,0.031217482,0.422325818,0.013183949,0.073918005,1,1
1030,1/29/2016,2287,3,3,510,2,1020,1,1.805165211,2633,0.194834789,0.305165211,0.24383765,,0.107931833,0.799034888,0.0862413,0.135077747,1,1
1669,7/1/2017,2585,3,17,159,10,1590,1,7.94488978,3493,2.05511022,2.05511022,1.40320288,1.464585235,0.258670702,1.464585235,0.378845292,0.176617035,3,1
1032,11/17/2016,2286,3,2,128,4,512,1,4.365974283,1011,0.365974283,1.634025717,0.583815272,,0.083824196,0.626866579,0.052546587,0.133719357,1,1
1033,3/3/2016,2287,3,3,700,2,1400,1,2,1600,0,0,0,,0,,,0,1,1
1034,11/9/2016,2287,3,2,200,5,1000,1,7.862109072,3869,2.862109072,6.137890928,2.506604622,,0.364038332,1.141827094,0.415668831,0.318820891,5,1
1035,1/30/2017,2287,3,2,77,3,231,1,3.678721174,2385,0.678721174,0.678721174,0.307749387,,0.184499216,2.205434688,0.406900972,0.083656622,1,1
1036,1/30/2017,2287,3,2,73,3.5,255.5,1,3.678721174,2385,0.178721174,0.678721174,0.307749387,,0.048582419,0.580736084,0.028213564,0.083656622,1,1
1037,1/12/2017,2287,3,3,683,1.75,1195.25,1,1.893330943,5578,0.143330943,1.106669057,0.314766531,,0.075703058,0.455356364,0.034471869,0.166250138,1,1
1038,11/8/2016,2286,3,2,142,10,1420,1,13.7029218,5921,3.702921804,9.702921804,3.806376916,,0.270228631,0.972820581,0.262883974,0.277778489,5,1
2190,7/1/2017,2585,3,17,174,10,1740,1,7.94488978,3493,2.05511022,2.05511022,1.40320288,1.464585235,0.258670702,1.464585235,0.378845292,0.176617035,3,1
2397,7/1/2017,2585,3,17,249,9,2241,1,7.94488978,3493,1.05511022,2.05511022,1.40320288,1.464585235,0.132803632,0.751929914,0.099859024,0.176617035,3,1
1041,12/13/2016,2286,3,2,373,3.5,1305.5,1,3.734903382,1656,0.234903382,3.265096618,0.706945608,,0.062894099,0.332279286,0.020898406,0.189280829,1,1
3093,7/1/2017,2585,3,17,421,7,2947,1,7.94488978,3493,0.94488978,2.05511022,1.40320288,1.464585235,0.118930508,0.67338073,0.080085512,0.176617035,3,1
1043,1/30/2017,2286,3,2,90,3.75,337.5,1,3.678721174,2385,0.071278826,0.678721174,0.307749387,,0.019375979,0.231613218,0.004487733,0.083656622,1,1
3528,7/1/2017,2585,3,17,126,10,1260,1,7.94488978,3493,2.05511022,2.05511022,1.40320288,1.464585235,0.258670702,1.464585235,0.378845292,0.176617035,3,1
4251,7/1/2017,2585,3,17,240,7,1680,1,7.94488978,3493,0.94488978,2.05511022,1.40320288,1.464585235,0.118930508,0.67338073,0.080085512,0.176617035,3,1
4263,7/1/2017,2585,3,17,89,7.5,667.5,1,7.94488978,3493,0.44488978,2.05511022,1.40320288,1.464585235,0.055996973,0.317053069,0.017754012,0.176617035,3,1
1047,11/17/2016,2286,3,2,184,4,736,1,4.365974283,1011,0.365974283,1.634025717,0.583815272,,0.083824196,0.626866579,0.052546587,0.133719357,1,1
6439,7/1/2017,2585,3,17,174,10,1740,1,7.94488978,3493,2.05511022,2.05511022,1.40320288,1.464585235,0.258670702,1.464585235,0.378845292,0.176617035,3,1
7567,7/1/2017,3916,3,17,521,7,3647,1,7.94488978,3493,0.94488978,2.05511022,1.40320288,1.464585235,0.118930508,0.67338073,0.080085512,0.176617035,3,1
7713,7/1/2017,3916,3,17,521,6,3126,1,7.94488978,3493,1.94488978,2.05511022,1.40320288,1.464585235,0.244797579,1.386036051,0.339298269,0.176617035,3,1
1051,1/28/2017,2286,3,4,149,1.5,223.5,1,2.574754098,1525,1.074754098,1.074754098,0.563640411,,0.417420094,1.906808094,0.795940014,0.218910385,1,1
1052,11/21/2016,2286,3,2,90,4.25,382.5,1,4.58493495,3382,0.33493495,1.58493495,0.611657387,,0.073051189,0.547585882,0.0400018,0.133405903,1,1
7794,7/1/2017,3916,3,17,129,7,903,1,7.94488978,3493,0.94488978,2.05511022,1.40320288,1.464585235,0.118930508,0.67338073,0.080085512,0.176617035,3,1
1054,1/12/2017,2287,3,15,30,8,240,1,8.305958132,621,0.305958132,0.694041868,0.460812059,,0.036835983,0.663954266,0.024457408,0.055479699,1,1
1055,12/26/2016,2287,3,3,903,2.25,2031.75,1,2.466124526,5011,0.216124526,2.533875474,0.827394313,,0.087637313,0.261211037,0.022891833,0.335503866,1,1
1056,1/27/2017,2287,3,3,896,2,1792,1,2,896,0,0,0,,0,,,0,1,1
1057,1/8/2017,2287,3,2,107,2,214,1,2.395114943,1392,0.395114943,0.604885057,0.488875367,,0.164967007,0.808212009,0.133328316,0.204113531,1,1
1058,2/4/2017,2286,3,2,158,3.5,553,1,3.882998172,1641,0.382998172,1.117001828,0.552560738,,0.098634652,0.693133162,0.068366948,0.142302601,1,1
1059,2/4/2017,2286,3,2,503,3.5,1760.5,1,3.882998172,1641,0.382998172,1.117001828,0.552560738,,0.098634652,0.693133162,0.068366948,0.142302601,1,1
1060,12/24/2015,2286,3,3,64,5,320,1,4.728290552,1831,0.271709448,0.271709448,0.249055616,,0.057464626,1.09095893,0.062691547,0.052673501,1,1
1061,12/31/2015,2286,3,3,271,4,1084,1,3.723522695,3503,0.276477305,0.276477305,0.248593951,,0.074251543,1.112164252,0.082579912,0.066763109,1,1
1062,1/2/2016,2286,3,3,312,3.5,1092,1,3.346125491,6104,0.153874509,0.653874509,0.44431679,,0.045985875,0.346317115,0.015925696,0.132785453,1,1
1063,1/18/2016,2286,3,3,368,1.5,552,1,2.082409972,5054,0.582409972,1.917590028,0.955108963,,0.279680745,0.609783799,0.170544787,0.458655585,1,1
1064,12/17/2015,2286,3,3,435,4,1740,1,4,4501.4,0,0,0,,0,,,0,1,1
1065,1/7/2016,2286,3,3,443,2.75,1218.25,1,2.567161916,1649,0.182838084,0.182838084,0.110814061,,0.071221874,1.649953827,0.117512804,0.04316598,1,1
1066,12/29/2015,2286,3,3,712,4.75,3382,1,4.835819793,3385,0.085819793,0.164180207,0.118700933,,0.01774669,0.722991735,0.01283071,0.024546186,1,1
1067,12/27/2015,2286,3,3,751,4.7,3529.7,1,4.968707941,2972,0.268707941,0.331292059,0.187397202,,0.054080043,1.433895156,0.077545112,0.037715479,1,1
1068,12/30/2015,2286,3,3,861,4.25,3659.25,1,4.663691333,3473,0.413691333,0.836308667,0.478877622,,0.088704698,0.863876937,0.076629943,0.1026821,1,1
1069,2/7/2016,2287,3,3,1030,1,1030,1,1,2248,0,0,0,,0,,,0,1,1
1070,2/7/2016,2287,3,3,1218,1,1218,1,1,2248,0,0,0,,0,,,0,1,1
1071,2/18/2017,2287,3,3,404,1,404,1,1,1347,0,0,0,,0,,,0,1,1
1072,2/19/2017,2287,3,3,847,1,847,1,1,1522,0,0,0,,0,,,0,1,1
1073,3/12/2016,2286,3,2,279,4,1116,1,3.883064516,496,0.116935484,0.383064516,0.21164554,,0.030114226,0.552506251,0.016638298,0.05450477,1,1
1074,3/12/2016,2286,3,2,101,4,404,1,3.883064516,496,0.116935484,0.383064516,0.21164554,,0.030114226,0.552506251,0.016638298,0.05450477,1,1
1075,11/21/2016,2286,3,2,357,4.25,1517.25,1,4.58493495,3382,0.33493495,1.58493495,0.611657387,,0.073051189,0.547585882,0.0400018,0.133405903,1,1
1076,3/5/2016,2287,3,2,210,18,3780,1,18,210,0,0,0,,0,,,0,1,1
1077,2/9/2017,2287,3,3,451,1,451,1,1,981,0,0,0,,0,,,0,1,1
1078,2/9/2017,2287,3,3,530,1,530,1,1,981,0,0,0,,0,,,0,1,1
1079,1/9/2017,2287,3,3,715,2,1430,1,2.03652301,5476,0.036523009,0.463476991,0.130106013,,0.017934003,0.280717307,0.005034385,0.063886346,1,1
1080,1/11/2017,2287,3,3,420,2.25,945,1,2.814096555,4267,0.564096555,2.185903445,0.939706808,,0.200453874,0.600289952,0.120330446,0.333928417,1,1
7886,7/1/2017,3916,3,17,690,9,6210,1,7.94488978,3493,1.05511022,2.05511022,1.40320288,1.464585235,0.132803632,0.751929914,0.099859024,0.176617035,3,1
1082,1/9/2017,2287,3,3,1020,2,2040,1,2.03652301,5476,0.036523009,0.463476991,0.130106013,,0.017934003,0.280717307,0.005034385,0.063886346,1,1
1083,1/11/2017,2287,3,3,315,2.25,708.75,1,2.814096555,4267,0.564096555,2.185903445,0.939706808,,0.200453874,0.600289952,0.120330446,0.333928417,1,1
590,12/31/2016,2287,3,2,443,2.5,1107.5,1,3.902477596,1897,1.402477596,2.097522404,1.411874178,1.485629836,0.359381332,0.993344604,0.356989507,0.361789182,3,1
1085,1/10/2017,2287,3,3,400,2,800,1,2.373852733,4794,0.373852733,2.626147267,0.905863247,,0.157487753,0.412703279,0.064995712,0.38160044,1,1
1086,1/10/2017,2287,3,3,575,1.75,1006.25,1,2.373852733,4794,0.623852733,2.626147267,0.905863247,,0.262801784,0.688683126,0.180987154,0.38160044,1,1
1087,2/5/2017,2287,3,3,486,1,486,1,1.358511658,3131,0.358511658,0.358511658,0.225222601,,0.263900317,1.591810304,0.420079245,0.165786285,1,1
1088,2/5/2017,2287,3,3,400,1,400,1,1.358511658,3131,0.358511658,0.358511658,0.225222601,,0.263900317,1.591810304,0.420079245,0.165786285,1,1
1089,12/21/2015,2286,3,3,670,5,3350,1,5.045973558,6656,0.045973558,0.545973558,0.224489301,,0.009110939,0.204791754,0.001865845,0.044488799,1,1
1090,12/23/2016,2287,3,2,408,5,2040,1,5.314315353,964,0.314315353,0.685684647,0.464242622,,0.059145032,0.677049754,0.040044129,0.087356995,1,1
1091,3/17/2016,2286,3,2,98,3.5,343,1,3.5,1517,0,0,0,,0,,,0,1,1
1092,12/3/2016,2286,3,2,426,2.25,958.5,1,3.421014654,4504,1.171014654,2.078985346,0.868005342,,0.342300391,1.349086921,0.46179298,0.253727455,1,1
1093,12/6/2016,2286,3,2,398,2,796,1,2.816296127,4363,0.816296127,2.183703873,0.79109636,,0.289847406,1.031854232,0.299080272,0.280899566,1,1
