Date,Aggregator,Market Real,Crop,Quantity Real,Price,Amount,State
2017-07-23,2749.0,7.0,2,300.0,18.0,5400.0,1.0
2016-08-06,2749.0,1.0,44,350.0,9.0,3150.0,1.0
2016-07-31,2749.0,7.0,44,305.0,4.0,1220.0,1.0
2016-08-06,2749.0,1.0,44,90.0,9.0,810.0,1.0
2016-11-17,2749.0,3.0,8,117.0,4.0,468.0,1.0
2016-08-02,2749.0,1.0,17,15.0,15.0,225.0,1.0
2016-07-31,2749.0,7.0,40,116.0,0.8,92.8,1.0
2016-07-26,2749.0,7.0,40,40.0,0.95,38.0,1.0
2016-10-29,2749.0,3.0,40,200.0,65.0,13000.0,1.0
2016-10-29,2749.0,3.0,40,165.0,90.0,14850.0,1.0
2016-10-26,2749.0,3.0,14,16.0,6.0,96.0,1.0
2016-10-26,2749.0,3.0,14,50.0,16.0,800.0,1.0
2016-10-26,2749.0,3.0,14,10.0,15.0,150.0,1.0
2016-11-21,2749.0,3.0,58,18.0,6.0,108.0,1.0
2016-07-31,2749.0,7.0,23,44.0,15.0,660.0,1.0
2016-07-19,2749.0,1.0,7,51.0,9.5,484.5,1.0
2016-07-19,2749.0,1.0,7,158.0,9.0,1422.0,1.0
2016-07-23,2749.0,1.0,44,34.0,4.0,136.0,1.0
2016-11-27,2749.0,3.0,15,76.0,8.0,608.0,1.0
2016-07-23,2749.0,1.0,44,15.0,4.0,60.0,1.0
2016-07-26,2749.0,7.0,42,8.0,12.0,96.0,1.0
2016-07-26,2749.0,7.0,7,329.0,7.0,2303.0,1.0
2016-09-03,2749.0,7.0,17,27.5,14.0,385.0,1.0
2016-11-01,2749.0,3.0,2,345.0,22.0,7590.0,1.0
2016-11-07,2749.0,3.0,2,464.0,17.0,7888.0,1.0
2016-11-07,2749.0,3.0,2,210.0,16.0,3360.0,1.0
2016-11-12,2749.0,3.0,58,634.0,5.0,3170.0,1.0
2016-11-17,2749.0,3.0,58,320.0,5.5,1760.0,1.0
2016-11-17,2749.0,3.0,58,220.0,5.0,1100.0,1.0
2016-11-19,2749.0,3.0,58,352.0,7.0,2464.0,1.0
2016-11-19,2749.0,3.0,8,126.0,4.0,504.0,1.0
2016-11-19,2749.0,3.0,6,6.0,5.0,30.0,1.0
2016-11-23,2749.0,3.0,58,528.0,6.5,3432.0,1.0
2016-11-23,2749.0,3.0,4,160.0,2.0,320.0,1.0
2016-11-24,2749.0,3.0,2,247.0,7.0,1729.0,1.0
2016-11-24,2749.0,3.0,8,94.0,5.0,470.0,1.0
2016-12-01,2749.0,3.0,2,200.0,3.0,600.0,1.0
2016-12-08,2749.0,3.0,58,302.0,3.0,906.0,1.0
2016-12-30,2749.0,3.0,58,391.0,4.0,1564.0,1.0
2017-01-08,2749.0,3.0,58,500.0,6.0,3000.0,1.0
2017-01-08,2749.0,3.0,58,102.0,5.0,510.0,1.0
2017-07-23,2749.0,1.0,17,2.0,25.0,50.0,1.0
2016-09-03,2749.0,1.0,17,29.0,11.0,319.0,1.0
2016-09-19,2749.0,7.0,17,6.0,15.0,90.0,1.0
2016-10-09,2749.0,7.0,17,10.0,24.0,240.0,1.0
2016-10-22,2749.0,3.0,8,55.0,3.0,165.0,1.0
2016-10-22,2749.0,3.0,6,3.0,10.0,30.0,1.0
2016-10-22,2749.0,3.0,8,54.0,5.0,270.0,1.0
2016-10-27,2749.0,3.0,8,136.0,5.5,748.0,1.0
2016-09-03,2749.0,7.0,17,17.0,11.0,187.0,1.0
2016-12-18,2749.0,3.0,58,390.0,9.0,3510.0,1.0
2016-12-18,2749.0,3.0,58,26.0,8.0,208.0,1.0
2016-09-03,2749.0,7.0,17,10.5,16.0,168.0,1.0
2016-09-10,2749.0,1.0,17,8.0,15.0,120.0,1.0
2016-09-22,2749.0,1.0,17,14.0,20.0,280.0,1.0
2016-10-18,2749.0,3.0,8,70.0,7.0,490.0,1.0
2016-10-18,2749.0,3.0,17,19.0,30.0,570.0,1.0
2016-10-18,2749.0,3.0,8,169.0,6.0,1014.0,1.0
2016-10-22,2749.0,3.0,8,202.0,6.0,1212.0,1.0
2016-10-22,2749.0,3.0,8,89.0,5.0,445.0,1.0
2016-10-26,2749.0,3.0,8,484.0,5.0,2420.0,1.0
2016-10-29,2749.0,3.0,8,357.0,7.0,2499.0,1.0
2016-11-08,2749.0,3.0,2,78.0,12.0,936.0,1.0
2016-11-08,2749.0,3.0,58,46.0,12.0,552.0,1.0
2016-11-08,2749.0,3.0,8,412.0,3.0,1236.0,1.0
2016-11-08,2749.0,3.0,8,46.0,3.5,161.0,1.0
2016-11-11,2749.0,3.0,8,500.0,4.0,2000.0,1.0
2016-11-12,2749.0,3.0,8,500.0,4.0,2000.0,1.0
2016-11-08,2749.0,3.0,2,60.0,4.0,240.0,1.0
2016-11-16,2749.0,3.0,8,200.0,5.0,1000.0,1.0
2016-11-13,2749.0,3.0,5,48.0,15.0,720.0,1.0
2016-11-13,2749.0,3.0,5,44.0,16.0,704.0,1.0
2016-11-13,2749.0,3.0,8,166.0,4.0,664.0,1.0
2016-11-13,2749.0,3.0,17,40.0,14.0,560.0,1.0
2016-11-13,2749.0,3.0,8,300.0,3.0,900.0,1.0
2016-11-20,2749.0,3.0,8,251.0,5.0,1255.0,1.0
2016-11-20,2749.0,3.0,58,89.0,7.0,623.0,1.0
2016-11-20,2749.0,3.0,4,17.0,5.0,85.0,1.0
2016-11-20,2749.0,3.0,2,151.0,5.0,755.0,1.0
2016-11-28,2749.0,3.0,58,167.0,5.0,835.0,1.0
2016-11-28,2749.0,3.0,2,170.0,3.0,510.0,1.0
2016-11-30,2749.0,3.0,7,147.0,5.0,735.0,1.0
2016-12-10,2749.0,3.0,4,80.0,13.0,1040.0,1.0
2016-12-10,2749.0,3.0,2,211.0,3.5,738.5,1.0
2016-12-10,2749.0,3.0,7,164.0,7.0,1148.0,1.0
2016-12-10,2749.0,3.0,58,62.0,5.5,341.0,1.0
2016-12-19,2749.0,3.0,2,136.0,5.0,680.0,1.0
2016-12-19,2749.0,3.0,7,184.0,6.0,1104.0,1.0
2016-12-19,2749.0,3.0,58,55.0,6.0,330.0,1.0
2016-12-19,2749.0,3.0,4,42.0,7.0,294.0,1.0
2016-12-24,2749.0,3.0,7,82.0,5.0,410.0,1.0
2016-12-24,2749.0,3.0,4,67.0,4.0,268.0,1.0
2017-01-08,2749.0,3.0,7,800.0,5.0,4000.0,1.0
2017-02-07,2749.0,1.0,5,53.0,23.0,1219.0,1.0
2017-02-07,2749.0,1.0,5,50.0,22.5,1125.0,1.0
2017-08-01,2749.0,7.0,2,100.0,20.0,2000.0,1.0
2017-08-14,2749.0,7.0,17,140.0,18.0,2520.0,1.0
2016-09-12,2749.0,7.0,7,288.0,7.0,2016.0,1.0
2016-09-19,2749.0,7.0,9,18.0,10.0,180.0,1.0
2016-09-19,2749.0,7.0,9,26.0,6.0,156.0,1.0
2016-09-19,2749.0,7.0,9,16.0,5.0,80.0,1.0
2016-10-18,2749.0,3.0,5,126.0,18.0,2268.0,1.0
2016-10-22,2749.0,3.0,8,71.0,5.0,355.0,1.0
2016-10-27,2749.0,3.0,6,14.0,15.0,210.0,1.0
2016-10-27,2749.0,3.0,32,14.5,50.0,725.0,1.0
2016-10-27,2749.0,3.0,8,61.0,5.5,335.5,1.0
2016-10-27,2749.0,3.0,2,63.0,20.0,1260.0,1.0
2016-10-27,2749.0,3.0,2,144.0,16.0,2304.0,1.0
2016-10-27,2749.0,3.0,2,89.0,15.0,1335.0,1.0
2016-10-31,2749.0,3.0,8,166.0,6.0,996.0,1.0
2016-11-07,2749.0,3.0,8,207.0,5.0,1035.0,1.0
2016-11-07,2749.0,3.0,2,105.0,16.0,1680.0,1.0
2016-11-08,2749.0,3.0,58,48.0,9.0,432.0,1.0
2016-11-16,2749.0,3.0,8,205.0,5.0,1025.0,1.0
2017-01-24,2749.0,1.0,2,22.0,8.0,176.0,1.0
2017-01-24,2749.0,1.0,5,44.0,22.0,968.0,1.0
2017-07-21,2749.0,1.0,2,300.0,16.0,4800.0,1.0
2016-09-22,2749.0,1.0,22,1.0,15.0,15.0,1.0
2016-09-28,2749.0,7.0,4,100.0,20.0,2000.0,1.0
2016-09-28,2749.0,7.0,4,2.0,7.0,14.0,1.0
2016-09-28,2749.0,7.0,4,17.0,15.0,255.0,1.0
2016-09-28,2749.0,7.0,4,3.0,4.0,12.0,1.0
2016-10-01,2749.0,7.0,4,5.5,15.0,82.5,1.0
2016-10-09,2749.0,7.0,4,13.0,9.0,117.0,1.0
2016-10-18,2749.0,3.0,2,6.0,20.0,120.0,1.0
2016-10-26,2749.0,3.0,23,219.0,13.0,2847.0,1.0
2016-10-27,2749.0,3.0,5,7.0,30.0,210.0,1.0
2016-11-03,2749.0,3.0,52,2.0,40.0,80.0,1.0
2016-10-29,2749.0,3.0,2,252.5,12.5,3156.25,1.0
2016-11-19,2749.0,3.0,8,7.0,4.0,28.0,1.0
2016-11-19,2749.0,3.0,8,178.0,3.0,534.0,1.0
2016-11-26,2749.0,3.0,8,123.0,3.5,430.5,1.0
2016-11-26,2749.0,3.0,8,200.0,4.0,800.0,1.0
2016-11-27,2749.0,3.0,5,25.0,10.0,250.0,1.0
2016-12-02,2749.0,3.0,8,250.0,1.0,250.0,1.0
2016-12-06,2749.0,3.0,5,15.0,10.0,150.0,1.0
2016-12-08,2749.0,3.0,5,20.0,10.0,200.0,1.0
2017-01-02,2749.0,3.0,5,22.0,18.0,396.0,1.0
2017-01-03,2749.0,3.0,5,3.5,16.0,56.0,1.0
2017-01-07,2749.0,3.0,5,22.5,18.0,405.0,1.0
2017-01-29,2749.0,3.0,38,401.0,6.5,2606.5,1.0
2017-01-29,2749.0,3.0,38,105.0,7.0,735.0,1.0
2017-06-09,2749.0,1.0,7,140.0,2.0,280.0,1.0
2017-06-16,2749.0,7.0,22,2.0,5.0,10.0,1.0
2017-06-16,2749.0,7.0,17,200.0,14.0,2800.0,1.0
2017-06-16,2749.0,7.0,16,1.5,9.0,13.5,1.0
2017-06-28,2749.0,7.0,22,8.0,5.0,40.0,1.0
2017-06-28,2749.0,7.0,17,82.0,8.0,656.0,1.0
2017-07-12,2749.0,1.0,17,70.0,10.0,700.0,1.0
2017-07-12,2749.0,1.0,22,20.0,14.0,280.0,1.0
2017-07-24,2749.0,7.0,17,200.0,20.0,4000.0,1.0
2017-07-28,2749.0,7.0,17,190.0,15.0,2850.0,1.0
2017-07-28,2749.0,7.0,22,10.0,15.0,150.0,1.0
2017-08-02,2749.0,7.0,17,100.0,25.0,2500.0,1.0
2017-08-09,2749.0,7.0,17,200.0,24.0,4800.0,1.0
2017-08-15,2749.0,3.0,17,101.0,25.0,2525.0,1.0
2016-09-22,2749.0,1.0,17,10.0,15.0,150.0,1.0
2016-09-22,2749.0,1.0,17,2.0,9.0,18.0,1.0
2016-09-22,2749.0,1.0,33,47.0,5.0,235.0,1.0
2016-09-22,2749.0,1.0,17,3.5,20.0,70.0,1.0
2016-12-18,2749.0,3.0,32,40.0,12.0,480.0,1.0
2016-12-29,2749.0,3.0,32,160.0,5.0,800.0,1.0
2017-07-25,2749.0,20.0,17,100.0,21.0,2100.0,1.0
2017-07-25,2749.0,20.0,2,100.0,20.0,2000.0,1.0
2017-07-25,2749.0,20.0,16,50.0,20.0,1000.0,1.0
2016-10-14,2749.0,3.0,58,83.0,17.0,1411.0,1.0
2016-10-14,2749.0,3.0,58,24.0,20.0,480.0,1.0
2016-10-18,2749.0,3.0,2,191.0,20.0,3820.0,1.0
2016-10-22,2749.0,3.0,2,138.0,18.5,2553.0,1.0
2016-10-27,2749.0,3.0,2,189.0,20.0,3780.0,1.0
2016-10-29,2749.0,3.0,2,134.0,21.0,2814.0,1.0
2016-10-31,2749.0,3.0,2,147.0,22.0,3234.0,1.0
2016-11-03,2749.0,3.0,4,38.0,34.0,1292.0,1.0
2016-11-12,2749.0,3.0,58,188.0,5.0,940.0,1.0
2016-11-19,2749.0,3.0,58,268.0,7.0,1876.0,1.0
2016-11-21,2749.0,3.0,8,105.0,6.0,630.0,1.0
2016-11-21,2749.0,3.0,8,51.0,5.0,255.0,1.0
2016-11-22,2749.0,3.0,8,199.0,5.0,995.0,1.0
2016-11-26,2749.0,3.0,58,373.0,6.0,2238.0,1.0
2016-11-27,2749.0,3.0,63,284.0,28.0,7952.0,1.0
2016-11-27,2749.0,3.0,8,362.0,4.0,1448.0,1.0
2016-12-06,2749.0,3.0,58,190.0,4.0,760.0,1.0
2016-12-18,2749.0,3.0,58,195.0,8.0,1560.0,1.0
2016-12-18,2749.0,3.0,58,197.0,9.0,1773.0,1.0
2017-01-03,2749.0,3.0,58,308.0,3.0,924.0,1.0
2017-01-03,2749.0,3.0,58,30.0,2.5,75.0,1.0
2017-01-08,2749.0,3.0,58,153.0,6.0,918.0,1.0
2017-08-04,2749.0,20.0,17,201.0,28.0,5628.0,1.0
2017-08-08,2749.0,7.0,17,100.0,25.0,2500.0,1.0
2016-10-27,2749.0,3.0,17,16.0,26.0,416.0,1.0
2016-10-27,2749.0,3.0,2,75.0,20.0,1500.0,1.0
2016-11-07,2749.0,3.0,2,120.0,17.0,2040.0,1.0
2016-11-14,2749.0,3.0,2,139.0,5.0,695.0,1.0
2016-11-12,2749.0,3.0,32,38.0,20.0,760.0,1.0
2016-07-11,2749.0,7.0,6,3.0,4.0,12.0,1.0
2016-10-31,2749.0,3.0,4,8.5,38.0,323.0,1.0
2016-10-31,2749.0,3.0,8,120.0,6.0,720.0,1.0
2016-11-14,2749.0,3.0,8,200.0,3.5,700.0,1.0
2016-11-14,2749.0,3.0,8,140.0,4.0,560.0,1.0
2016-11-19,2749.0,3.0,8,20.0,4.0,80.0,1.0
2016-12-15,2749.0,3.0,8,146.0,3.0,438.0,1.0
2016-10-31,2749.0,3.0,8,25.0,6.0,150.0,1.0
2017-08-06,2749.0,7.0,17,95.0,25.0,2375.0,1.0
2016-06-26,2749.0,7.0,17,64.0,11.0,704.0,1.0
2016-10-31,2749.0,3.0,8,83.0,6.0,498.0,1.0
2016-11-12,2749.0,3.0,8,174.0,3.0,522.0,1.0
2016-11-19,2749.0,3.0,8,68.0,2.0,136.0,1.0
2016-11-19,2749.0,3.0,8,37.0,3.0,111.0,1.0
2016-11-20,2749.0,3.0,8,131.0,5.0,655.0,1.0
2016-12-05,2749.0,3.0,8,180.0,2.5,450.0,1.0
2016-12-05,2749.0,3.0,8,164.0,3.0,492.0,1.0
2016-11-01,2749.0,3.0,8,521.0,4.0,2084.0,1.0
2016-11-26,2749.0,3.0,2,105.0,6.0,630.0,1.0
2016-12-14,2749.0,3.0,7,189.5,7.0,1326.5,1.0
2016-12-14,2749.0,3.0,5,64.5,17.0,1096.5,1.0
2016-12-14,2749.0,3.0,4,51.0,13.0,663.0,1.0
2016-12-24,2749.0,3.0,2,46.0,5.5,253.0,1.0
2016-12-24,2749.0,3.0,2,148.0,5.0,740.0,1.0
2017-01-03,2749.0,3.0,5,73.0,18.0,1314.0,1.0
2017-01-03,2749.0,3.0,58,46.0,4.0,184.0,1.0
2017-01-03,2749.0,3.0,7,156.0,5.0,780.0,1.0
2017-01-03,2749.0,3.0,2,211.0,2.0,422.0,1.0
2017-01-20,2749.0,3.0,2,121.0,6.0,726.0,1.0
2017-01-20,2749.0,3.0,5,34.0,18.0,612.0,1.0
2017-01-20,2749.0,3.0,5,55.0,17.0,935.0,1.0
2017-02-07,2749.0,1.0,2,63.0,4.0,252.0,1.0
2017-02-07,2749.0,1.0,2,63.0,3.5,220.5,1.0
2017-08-14,2749.0,7.0,17,140.0,18.0,2520.0,1.0
2016-11-07,2749.0,3.0,2,33.0,17.0,561.0,1.0
2016-11-03,2749.0,3.0,2,31.0,15.0,465.0,1.0
2016-11-12,2749.0,3.0,58,17.0,5.0,85.0,1.0
2016-11-25,2749.0,3.0,58,42.0,6.0,252.0,1.0
2016-11-30,2749.0,3.0,58,36.0,4.0,144.0,1.0
2016-12-25,2749.0,3.0,58,27.0,3.5,94.5,1.0
2016-11-15,2749.0,3.0,58,215.0,5.0,1075.0,1.0
2016-11-08,2749.0,3.0,14,20.0,16.0,320.0,1.0
2016-11-20,2749.0,3.0,58,238.0,7.0,1666.0,1.0
2016-11-20,2749.0,3.0,4,159.0,4.0,636.0,1.0
2016-11-24,2749.0,3.0,2,78.0,7.0,546.0,1.0
2016-11-24,2749.0,3.0,2,36.0,3.0,108.0,1.0
2016-11-24,2749.0,3.0,2,127.0,2.0,254.0,1.0
2016-11-30,2749.0,3.0,5,66.0,12.0,792.0,1.0
2016-11-30,2749.0,3.0,2,600.0,3.5,2100.0,1.0
2016-11-30,2749.0,3.0,2,70.0,2.0,140.0,1.0
2016-12-06,2749.0,3.0,2,161.0,3.0,483.0,1.0
2016-12-13,2749.0,3.0,5,68.0,15.0,1020.0,1.0
2016-12-14,2749.0,3.0,5,37.0,15.0,555.0,1.0
2016-12-15,2749.0,3.0,58,156.0,6.0,936.0,1.0
2016-12-27,2749.0,3.0,58,200.0,4.0,800.0,1.0
2017-01-07,2749.0,3.0,58,124.0,6.0,744.0,1.0
2017-01-07,2749.0,3.0,58,64.0,5.0,320.0,1.0
2017-01-29,2749.0,1.0,58,222.0,5.0,1110.0,1.0
2017-02-10,2749.0,1.0,58,97.0,7.0,679.0,1.0
2017-02-24,2749.0,1.0,5,10.0,25.0,250.0,1.0
2017-02-27,2749.0,1.0,58,53.5,5.0,267.5,1.0
2017-02-27,2749.0,1.0,58,134.0,4.0,536.0,1.0
2017-03-12,2749.0,20.0,58,200.0,5.0,1000.0,1.0
2017-06-08,2749.0,7.0,22,10.0,4.0,40.0,1.0
2016-11-14,2749.0,3.0,63,56.0,38.0,2128.0,1.0
2016-11-15,2749.0,3.0,63,159.5,38.0,6061.0,1.0
2016-11-16,2749.0,3.0,63,180.0,35.0,6300.0,1.0
2016-11-08,2749.0,3.0,63,25.0,40.0,1000.0,1.0
2016-11-10,2749.0,3.0,63,48.0,45.0,2160.0,1.0
2016-11-11,2749.0,3.0,63,170.0,45.0,7650.0,1.0
2016-11-12,2749.0,3.0,63,170.0,45.0,7650.0,1.0
2016-11-12,2749.0,3.0,63,79.0,40.0,3160.0,1.0
2016-11-13,2749.0,3.0,63,20.0,38.0,760.0,1.0
2016-11-13,2749.0,3.0,63,27.0,36.0,972.0,1.0
2016-11-19,2749.0,3.0,63,77.0,40.0,3080.0,1.0
2016-11-20,2749.0,3.0,63,77.0,40.0,3080.0,1.0
2016-11-21,2749.0,3.0,63,83.0,38.0,3154.0,1.0
2016-11-22,2749.0,3.0,63,47.0,38.0,1786.0,1.0
2016-11-24,2749.0,3.0,63,82.0,38.0,3116.0,1.0
2016-11-24,2749.0,3.0,63,100.0,35.0,3500.0,1.0
2016-11-26,2749.0,3.0,63,58.0,35.0,2030.0,1.0
2016-11-26,2749.0,3.0,63,80.0,25.0,2000.0,1.0
2016-11-25,2749.0,3.0,63,88.0,40.0,3520.0,1.0
2016-11-30,2749.0,3.0,63,46.5,30.0,1395.0,1.0
2016-11-30,2749.0,3.0,63,142.0,28.0,3976.0,1.0
2016-12-01,2749.0,3.0,63,49.0,25.0,1225.0,1.0
2016-12-02,2749.0,3.0,63,140.0,19.0,2660.0,1.0
2016-12-03,2749.0,3.0,63,27.0,22.0,594.0,1.0
2016-12-03,2749.0,3.0,63,26.0,18.0,468.0,1.0
2016-12-03,2749.0,3.0,63,10.0,19.0,190.0,1.0
2016-12-10,2749.0,3.0,63,82.0,18.0,1476.0,1.0
2016-12-10,2749.0,3.0,63,120.0,20.0,2400.0,1.0
2016-12-12,2749.0,3.0,63,136.0,18.0,2448.0,1.0
2016-12-13,2749.0,3.0,63,126.0,18.0,2268.0,1.0
2016-12-13,2749.0,3.0,63,15.0,20.0,300.0,1.0
2016-12-14,2749.0,3.0,63,140.0,17.0,2380.0,1.0
2016-12-14,2749.0,3.0,63,30.0,15.0,450.0,1.0
2016-12-15,2749.0,3.0,63,65.0,16.0,1040.0,1.0
2016-12-15,2749.0,3.0,63,30.0,15.0,450.0,1.0
2016-12-16,2749.0,3.0,63,130.0,15.0,1950.0,1.0
2016-12-17,2749.0,3.0,63,145.0,15.0,2175.0,1.0
2016-12-18,2749.0,3.0,63,147.0,15.0,2205.0,1.0
2016-12-19,2749.0,3.0,63,141.0,13.0,1833.0,1.0
2016-12-20,2749.0,3.0,63,184.0,12.0,2208.0,1.0
2016-12-23,2749.0,3.0,63,190.0,8.0,1520.0,1.0
2016-12-24,2749.0,3.0,63,140.0,10.0,1400.0,1.0
2016-11-12,2749.0,3.0,58,151.0,5.0,755.0,1.0
2016-12-06,2749.0,3.0,58,308.0,4.0,1232.0,1.0
2016-12-06,2749.0,3.0,58,178.0,2.0,356.0,1.0
2016-12-10,2749.0,3.0,2,129.0,3.25,419.25,1.0
2017-01-20,2749.0,3.0,5,39.0,10.0,390.0,1.0
2017-01-20,2749.0,3.0,30,45.0,14.0,630.0,1.0
2017-01-24,2749.0,1.0,2,73.0,4.0,292.0,1.0
2017-01-24,2749.0,1.0,2,58.0,5.0,290.0,1.0
2017-06-19,2749.0,1.0,2,200.0,14.0,2800.0,1.0
2017-06-28,2749.0,7.0,17,200.0,8.0,1600.0,1.0
2017-08-01,2749.0,7.0,2,200.0,19.0,3800.0,1.0
2017-08-08,2749.0,7.0,2,201.0,15.0,3015.0,1.0
2017-08-12,2749.0,7.0,2,100.0,10.0,1000.0,1.0
2016-11-26,2749.0,3.0,58,288.0,6.0,1728.0,1.0
2016-11-26,2749.0,3.0,8,163.0,3.5,570.5,1.0
2016-12-14,2749.0,3.0,2,113.0,4.5,508.5,1.0
2016-12-14,2749.0,3.0,58,123.0,6.5,799.5,1.0
2017-01-03,2749.0,3.0,58,307.0,3.0,921.0,1.0
2017-01-03,2749.0,3.0,2,66.0,2.0,132.0,1.0
2017-01-03,2749.0,3.0,58,51.0,4.0,204.0,1.0
2017-01-03,2749.0,3.0,2,117.0,1.0,117.0,1.0
2017-01-20,2749.0,3.0,2,66.0,4.0,264.0,1.0
2017-01-20,2749.0,3.0,2,69.0,6.0,414.0,1.0
2017-06-05,2749.0,3.0,7,200.0,6.5,1300.0,1.0
2017-07-09,2749.0,7.0,17,100.0,7.0,700.0,1.0
2017-08-11,2749.0,7.0,17,150.0,26.0,3900.0,1.0
2016-11-12,2749.0,3.0,32,54.0,20.0,1080.0,1.0
2016-12-08,2749.0,3.0,32,60.0,9.0,540.0,1.0
2016-12-25,2749.0,3.0,63,79.0,6.0,474.0,1.0
2016-11-13,2749.0,3.0,32,31.0,20.0,620.0,1.0
2016-11-14,2749.0,3.0,32,65.0,25.0,1625.0,1.0
2016-11-14,2749.0,3.0,32,85.0,22.0,1870.0,1.0
2016-11-15,2749.0,3.0,32,78.0,25.0,1950.0,1.0
2016-11-13,2749.0,3.0,32,233.0,25.0,5825.0,1.0
2016-11-21,2749.0,3.0,32,78.0,25.0,1950.0,1.0
2016-11-22,2749.0,3.0,2,80.0,6.0,480.0,1.0
2016-12-02,2749.0,3.0,8,300.0,3.0,900.0,1.0
2016-12-03,2749.0,3.0,2,407.0,4.0,1628.0,1.0
2016-12-10,2749.0,3.0,58,76.0,5.0,380.0,1.0
2016-12-10,2749.0,3.0,58,200.0,5.5,1100.0,1.0
2016-11-20,2749.0,3.0,8,104.0,4.5,468.0,1.0
2016-11-22,2749.0,3.0,8,125.0,5.0,625.0,1.0
2016-11-23,2749.0,3.0,8,228.0,4.5,1026.0,1.0
2016-11-23,2749.0,3.0,58,266.0,6.5,1729.0,1.0
2016-11-25,2749.0,3.0,8,147.0,4.0,588.0,1.0
2016-11-26,2749.0,3.0,8,212.0,4.0,848.0,1.0
2016-11-27,2749.0,3.0,8,246.0,4.0,984.0,1.0
2016-11-27,2749.0,3.0,8,264.0,3.0,792.0,1.0
2017-06-17,2749.0,7.0,2,100.0,10.0,1000.0,1.0
2017-06-22,2749.0,7.0,2,60.0,6.0,360.0,1.0
2017-06-22,2749.0,7.0,2,140.0,7.0,980.0,1.0
2017-06-27,2749.0,7.0,2,205.0,7.0,1435.0,1.0
2017-06-28,2749.0,7.0,2,200.0,7.0,1400.0,1.0
2017-07-01,2749.0,7.0,2,150.0,7.0,1050.0,1.0
2017-07-06,2749.0,7.0,2,200.0,8.0,1600.0,1.0
2017-07-11,2749.0,7.0,2,160.0,7.0,1120.0,1.0
2017-07-15,2749.0,7.0,2,200.0,12.0,2400.0,1.0
2017-07-18,2749.0,7.0,2,200.0,14.0,2800.0,1.0
2017-07-20,2749.0,7.0,2,200.0,16.0,3200.0,1.0
2017-07-27,2749.0,7.0,2,200.0,14.0,2800.0,1.0
2017-07-29,2749.0,7.0,2,201.0,15.0,3015.0,1.0
2017-08-03,2749.0,1.0,2,200.0,18.0,3600.0,1.0
2017-08-03,2749.0,7.0,2,200.0,19.0,3800.0,1.0
2017-08-09,2749.0,7.0,2,200.0,14.0,2800.0,1.0
2017-06-17,2749.0,7.0,2,50.0,10.0,500.0,1.0
2017-06-22,2749.0,7.0,2,50.0,6.0,300.0,1.0
2017-06-22,2749.0,7.0,2,139.0,7.0,973.0,1.0
2017-06-27,2749.0,7.0,2,200.0,7.0,1400.0,1.0
2017-07-01,2749.0,7.0,2,148.0,7.0,1036.0,1.0
2017-07-06,2749.0,7.0,2,200.0,8.0,1600.0,1.0
2017-07-11,2749.0,7.0,2,70.0,7.0,490.0,1.0
2017-07-15,2749.0,7.0,2,101.0,12.0,1212.0,1.0
2017-07-18,2749.0,7.0,2,100.0,13.0,1300.0,1.0
2017-07-27,2749.0,7.0,2,200.0,15.0,3000.0,1.0
2017-08-03,2749.0,1.0,2,200.0,19.0,3800.0,1.0
2017-08-09,2749.0,7.0,2,50.0,14.0,700.0,1.0
2017-01-03,2749.0,3.0,7,226.0,4.0,904.0,1.0
2017-01-30,2749.0,1.0,23,204.0,5.5,1122.0,1.0
2017-02-03,2749.0,1.0,23,104.0,5.0,520.0,1.0
2017-02-07,2749.0,1.0,23,136.0,5.0,680.0,1.0
2017-06-06,2749.0,1.0,7,100.0,4.0,400.0,1.0
2017-06-09,2749.0,1.0,7,130.0,2.0,260.0,1.0
2017-06-10,2749.0,1.0,7,97.0,5.0,485.0,1.0
2017-06-24,2749.0,1.0,7,200.0,8.0,1600.0,1.0
2017-07-23,2749.0,20.0,7,200.0,10.0,2000.0,1.0
2017-06-22,2749.0,7.0,2,140.0,7.0,980.0,1.0
2017-06-27,2749.0,7.0,2,200.0,8.0,1600.0,1.0
2017-07-01,2749.0,7.0,2,149.0,7.0,1043.0,1.0
2017-07-06,2749.0,7.0,2,100.0,8.0,800.0,1.0
2017-07-11,2749.0,7.0,2,110.0,7.0,770.0,1.0
2017-07-20,2749.0,7.0,2,201.0,16.0,3216.0,1.0
2017-07-27,2749.0,7.0,2,100.0,15.0,1500.0,1.0
2017-07-29,2749.0,7.0,2,200.0,15.0,3000.0,1.0
2017-08-03,2749.0,7.0,2,199.0,19.0,3781.0,1.0
2017-07-03,2749.0,7.0,2,100.0,7.0,700.0,1.0
2017-07-05,2749.0,7.0,2,100.0,7.0,700.0,1.0
2017-07-08,2749.0,7.0,2,100.0,7.0,700.0,1.0
2017-07-12,2749.0,7.0,2,138.0,7.0,966.0,1.0
2017-07-16,2749.0,1.0,2,50.0,13.0,650.0,1.0
2017-07-24,2749.0,1.0,2,101.0,20.0,2020.0,1.0
2017-07-29,2749.0,20.0,2,200.0,16.0,3200.0,1.0
2017-08-01,2749.0,1.0,2,199.0,18.0,3582.0,1.0
2017-08-05,2749.0,7.0,2,100.0,15.0,1500.0,1.0
2017-07-11,2749.0,7.0,2,60.0,7.0,420.0,1.0
2017-07-15,2749.0,7.0,2,100.0,12.0,1200.0,1.0
