Date,Market Real,Crop,Deviation
7/3/2017,9,6,1.976275001
5/25/2017,4,2,1.97604704
11/26/2016,3,5,1.97604704
4/17/2017,9,17,1.974841766
6/6/2016,1,17,1.974841766
7/7/2017,3,44,1.974841766
5/1/2017,30,82,1.974619661
7/28/2017,9,17,1.973890025
1/9/2017,12,4,1.973786547
4/17/2017,3,17,1.972026594
6/21/2017,8,17,1.971221521
11/16/2016,3,2,1.969435572
4/28/2017,22,20,1.966384161
6/21/2017,4,2,1.96153487
11/24/2016,3,2,1.961433716
1/3/2016,3,2,1.960017007
8/9/2017,3,6,1.95965045
4/30/2017,3,17,1.959409532
6/24/2017,8,17,1.959105724
7/26/2017,8,17,1.957890021
8/15/2017,3,2,1.95505044
2/24/2017,22,30,1.954847455
10/13/2016,8,5,1.954016842
2/23/2017,22,48,1.951800146
12/31/2015,1,3,1.951800146
6/2/2017,8,17,1.951330907
8/2/2017,1,17,1.949358869
4/4/2017,3,20,1.949358869
1/8/2017,1,4,1.949358869
7/14/2017,1,17,1.949358869
5/7/2017,8,22,1.949358869
2/13/2017,3,2,1.949358869
6/27/2017,3,2,1.949358869
1/19/2017,1,58,1.949358869
4/19/2017,22,48,1.949358869
6/29/2017,1,6,1.949358869
9/25/2016,3,2,1.949358869
3/19/2017,4,6,1.949002594
7/24/2017,8,17,1.945134901
6/12/2017,8,17,1.94446712
10/3/2016,8,5,1.943650632
5/30/2017,9,82,1.943650632
8/11/2017,3,6,1.943465018
6/30/2017,4,22,1.941180522
8/31/2016,3,2,1.940790217
4/11/2017,22,48,1.93879565
6/7/2017,9,21,1.938146087
6/25/2017,9,6,1.936491673
8/11/2017,22,9,1.932410548
7/7/2017,3,6,1.932183566
7/12/2017,4,6,1.930334291
1/28/2017,3,2,1.928651594
6/15/2017,9,82,1.927248223
3/10/2017,22,32,1.923538406
4/7/2017,9,6,1.923538406
10/25/2016,1,5,1.923538406
5/29/2017,3,21,1.923131815
7/14/2017,4,22,1.922750555
9/23/2016,8,5,1.922093766
4/28/2017,1,17,1.922093766
6/9/2017,9,6,1.91982142
5/3/2017,9,17,1.916436086
5/31/2017,22,1,1.916436086
1/24/2017,3,2,1.916436086
6/6/2017,9,50,1.914854216
10/19/2016,1,5,1.914854216
12/21/2016,12,3,1.914854216
8/14/2016,7,17,1.914854216
9/2/2016,3,17,1.914854216
6/10/2017,8,20,1.914854216
7/20/2017,9,17,1.914854216
4/26/2017,9,17,1.914854216
6/6/2017,22,48,1.914854216
4/16/2017,22,20,1.914854216
7/29/2017,7,17,1.914854216
7/11/2017,3,6,1.914854216
11/12/2016,1,4,1.914854216
5/18/2017,9,21,1.914854216
8/11/2017,22,1,1.9136104
5/7/2017,22,1,1.91317966
10/14/2016,3,2,1.91195072
6/15/2017,22,20,1.911743159
5/16/2017,9,17,1.911686547
8/11/2017,22,48,1.908627031
8/9/2017,3,2,1.908147175
5/25/2017,12,21,1.90745717
5/2/2017,3,21,1.905746083
4/22/2017,3,17,1.902599023
8/4/2017,9,5,1.902379462
6/20/2017,1,17,1.902379462
7/16/2017,8,1,1.902379462
9/22/2016,3,5,1.902379462
3/17/2017,4,6,1.901284027
5/2/2017,22,27,1.900876991
3/12/2017,22,8,1.900292375
6/15/2017,8,17,1.900102526
5/4/2017,9,17,1.897366596
5/25/2017,9,17,1.897366596
8/19/2017,8,6,1.892969449
6/5/2017,8,16,1.892969449
6/16/2017,8,1,1.892969449
8/3/2017,9,6,1.892969449
5/6/2017,3,9,1.892969449
7/15/2017,8,18,1.892969449
5/11/2017,8,6,1.892969449
10/20/2016,3,9,1.892969449
2/23/2017,3,2,1.892969449
8/18/2017,22,48,1.892235597
4/21/2017,3,17,1.891275516
8/12/2017,22,48,1.89076704
7/30/2017,9,16,1.889822365
8/1/2017,9,22,1.889822365
9/22/2016,3,17,1.885091889
6/30/2017,9,6,1.884144368
5/27/2017,3,21,1.883528052
6/2/2017,22,1,1.883436901
6/27/2017,3,17,1.878910064
7/17/2017,3,6,1.87860764
1/17/2017,3,2,1.877220907
1/21/2017,3,2,1.876892984
7/26/2017,3,17,1.872346607
6/11/2017,9,17,1.872043123
7/8/2017,22,7,1.870828693
6/16/2017,22,20,1.870828693
7/21/2017,8,17,1.870828693
2/1/2017,4,65,1.870828693
7/22/2017,9,20,1.870828693
8/17/2017,4,22,1.869200148
7/31/2017,22,20,1.864454471
7/11/2017,9,16,1.864454471
10/29/2016,3,5,1.864454471
5/2/2017,9,17,1.861898673
11/5/2016,12,9,1.861898673
6/14/2017,8,6,1.861898673
5/19/2017,8,17,1.861898673
6/3/2017,22,6,1.860855742
3/30/2017,22,2,1.857417562
5/27/2017,9,17,1.855921454
7/18/2017,3,17,1.855921454
7/5/2017,22,20,1.854968757
6/13/2017,22,20,1.853921928
6/4/2017,3,21,1.85182422
5/24/2017,9,6,1.8516402
4/15/2017,30,82,1.8516402
8/7/2017,3,17,1.8516402
7/23/2016,3,17,1.850470866
7/4/2017,22,1,1.848898408
11/16/2016,1,3,1.848422751
5/2/2017,22,1,1.846811925
5/20/2017,9,6,1.846811925
6/25/2017,4,2,1.845104811
11/18/2016,3,4,1.844319699
6/6/2017,14,38,1.843930096
5/18/2017,14,38,1.840467229
11/19/2016,3,4,1.839732422
3/4/2017,4,21,1.835820823
8/1/2017,22,9,1.835114999
10/26/2016,1,5,1.834847859
8/13/2017,3,2,1.834847859
5/8/2016,3,17,1.834021909
3/11/2017,22,8,1.834021909
6/18/2017,9,16,1.833333333
5/3/2017,30,82,1.831955405
8/12/2017,22,1,1.830300522
7/24/2017,22,1,1.829350206
7/4/2017,8,17,1.82878223
3/6/2017,22,48,1.825741858
4/19/2017,22,22,1.825741858
4/24/2017,3,9,1.825741858
5/20/2017,9,82,1.825741858
7/27/2017,4,1,1.825741858
3/2/2017,4,70,1.825741858
7/15/2017,22,1,1.823729678
6/27/2017,9,6,1.823552976
8/12/2017,22,9,1.82051798
7/6/2017,22,7,1.816590212
8/22/2016,4,2,1.816590212
5/19/2017,9,21,1.816590212
5/2/2017,22,6,1.813529401
11/27/2016,3,5,1.812653934
6/15/2017,9,21,1.812653934
12/4/2016,1,4,1.812653934
11/10/2016,3,2,1.810463415
5/29/2017,4,2,1.810463415
8/17/2017,3,6,1.809796209
6/27/2017,9,17,1.808101427
9/4/2016,4,41,1.807392228
7/26/2017,4,22,1.805972996
8/10/2017,9,6,1.804552647
5/5/2017,9,20,1.80403588
7/26/2017,9,17,1.803795019
6/8/2017,14,38,1.802985039
11/1/2016,12,4,1.802775638
6/29/2017,9,50,1.802775638
7/14/2017,8,20,1.799470822
6/18/2017,9,21,1.799470822
6/13/2017,8,16,1.799470822
1/20/2017,1,2,1.799470822
8/13/2017,3,6,1.796988221
5/14/2017,22,17,1.796988221
9/3/2016,3,2,1.796988221
2/9/2017,22,4,1.796988221
7/27/2017,22,48,1.796988221
12/16/2016,3,2,1.7958285
8/1/2017,22,6,1.795759921
7/17/2017,22,6,1.790473083
6/27/2017,8,39,1.788854382
9/19/2016,3,17,1.788854382
8/18/2017,9,5,1.788854382
10/13/2016,1,5,1.788854382
6/10/2017,12,21,1.788854382
3/4/2017,4,70,1.788854382
8/6/2017,4,6,1.788854382
7/3/2017,8,82,1.788854382
10/12/2016,1,5,1.788854382
7/23/2017,60,20,1.788854382
6/16/2017,9,82,1.788854382
8/8/2017,4,6,1.788854382
8/18/2017,3,42,1.788854382
11/25/2016,1,2,1.788854382
2/23/2017,3,3,1.788854382
8/3/2017,3,18,1.788854382
5/19/2017,4,2,1.788854382
8/11/2017,9,16,1.788854382
7/21/2017,1,17,1.788854382
8/2/2017,8,6,1.788854382
5/7/2017,30,22,1.788854382
8/2/2017,22,20,1.788854382
7/22/2017,4,1,1.788854382
10/3/2016,1,5,1.788854382
10/8/2016,12,2,1.7874018
12/22/2016,3,4,1.786523626
7/3/2017,4,2,1.784189825
12/5/2016,3,2,1.781852968
3/1/2017,4,6,1.781463194
9/30/2016,3,5,1.780850519
7/31/2017,56,6,1.78054196
6/10/2017,8,82,1.78054196
3/18/2017,4,6,1.776388346
4/12/2017,22,48,1.773649721
8/31/2016,3,17,1.772810521
6/25/2017,8,2,1.772810521
5/11/2017,3,21,1.772810521
6/15/2017,9,22,1.772810521
8/16/2017,9,20,1.772810521
8/2/2017,3,6,1.769845457
8/5/2017,8,17,1.768776817
12/8/2016,3,8,1.767766953
8/13/2017,22,5,1.767766953
7/4/2017,4,86,1.767766953
5/28/2017,22,17,1.767766953
7/16/2017,8,20,1.767766953
4/4/2017,3,9,1.767766953
5/4/2017,4,6,1.767766953
10/15/2016,1,3,1.767766953
4/19/2017,1,17,1.767766953
5/6/2017,22,17,1.767766953
8/11/2017,4,6,1.767766953
6/3/2017,22,20,1.767766953
5/8/2017,9,21,1.767766953
7/24/2017,22,48,1.766981104
7/16/2017,22,1,1.765081696
6/1/2017,14,38,1.764589517
2/28/2017,22,30,1.764227876
6/2/2017,8,82,1.761929512
8/2/2017,9,17,1.760558746
8/20/2017,4,22,1.758361946
6/24/2017,9,6,1.757766648
3/1/2017,22,6,1.755942292
1/24/2017,1,10,1.755942292
7/13/2017,22,22,1.755565602
4/28/2017,9,21,1.754116039
3/26/2017,22,6,1.752549164
7/22/2017,8,20,1.752549164
6/15/2017,22,1,1.752398131
9/8/2016,3,9,1.751190072
6/5/2017,4,2,1.751190072
6/8/2017,4,2,1.751190072
8/19/2017,22,6,1.749659831
10/29/2016,12,4,1.749458791
7/17/2017,8,16,1.749458791
6/1/2017,3,17,1.749458791
10/7/2016,3,17,1.747840111
2/25/2017,22,2,1.74642492
7/11/2017,4,2,1.74642492
3/5/2017,22,6,1.745123075
5/14/2017,14,38,1.742543297
3/15/2017,4,21,1.742034462
7/29/2017,9,16,1.741347658
12/3/2016,3,4,1.740656502
12/5/2016,3,4,1.740279124
6/28/2017,9,6,1.739445211
3/21/2017,4,6,1.738876882
5/8/2017,30,82,1.738054468
6/7/2017,9,17,1.73629084
6/26/2017,3,17,1.732050808
3/12/2017,22,32,1.732050808
4/24/2017,22,1,1.732050808
10/30/2016,1,4,1.732050808
8/11/2017,7,2,1.732050808
7/8/2017,60,20,1.732050808
5/21/2017,9,21,1.732050808
6/11/2017,8,21,1.732050808
4/5/2017,9,21,1.732050808
7/17/2017,8,22,1.732050808
11/23/2016,3,63,1.732050808
7/4/2017,7,17,1.732050808
11/23/2016,4,3,1.732050808
6/10/2017,1,7,1.732050808
11/24/2016,3,63,1.732050808
10/6/2016,4,17,1.732050808
5/25/2017,12,38,1.732050808
7/11/2017,4,18,1.732050808
10/18/2016,1,5,1.732050808
7/30/2017,9,6,1.732050808
2/6/2017,3,3,1.732050808
5/20/2017,9,50,1.732050808
3/18/2017,22,4,1.732050808
2/11/2017,4,2,1.732050808
10/6/2016,1,6,1.732050808
6/6/2017,8,16,1.732050808
4/11/2017,1,21,1.732050808
4/28/2017,8,22,1.732050808
8/16/2017,8,22,1.732050808
7/12/2016,7,6,1.732050808
3/8/2017,22,4,1.732050808
6/24/2017,4,6,1.732050808
6/6/2017,8,22,1.732050808
6/29/2017,9,21,1.732050808
4/26/2017,3,17,1.732050808
8/12/2017,3,50,1.732050808
5/31/2017,30,32,1.732050808
2/17/2017,22,48,1.732050808
4/20/2017,8,22,1.732050808
12/14/2016,3,10,1.732050808
8/8/2017,9,1,1.732050808
12/20/2015,1,2,1.732050808
6/18/2017,13,38,1.732050808
9/12/2016,7,17,1.732050808
6/14/2017,22,46,1.732050808
7/22/2017,7,17,1.732050808
8/4/2017,8,18,1.732050808
8/5/2017,9,5,1.732050808
4/23/2017,12,37,1.732050808
8/4/2017,4,1,1.732050808
5/12/2017,15,38,1.732050808
7/21/2017,69,2,1.732050808
3/2/2017,22,48,1.732050808
8/14/2017,7,17,1.732050808
6/5/2017,8,22,1.732050808
5/12/2017,15,37,1.732050808
7/27/2017,60,46,1.732050808
8/6/2017,7,17,1.732050808
6/6/2017,15,37,1.732050808
12/9/2016,1,4,1.732050808
8/10/2016,3,16,1.732050808
7/24/2016,3,2,1.732050808
6/12/2017,8,9,1.732050808
7/16/2017,9,18,1.732050808
5/2/2017,8,1,1.732050808
3/11/2017,1,4,1.732050808
6/20/2017,1,7,1.732050808
10/25/2016,1,6,1.732050808
10/1/2016,1,6,1.732050808
1/27/2017,9,4,1.732050808
5/4/2017,8,1,1.732050808
4/15/2017,4,82,1.732050808
7/23/2016,1,44,1.732050808
5/31/2017,8,6,1.732050808
5/25/2016,12,21,1.732050808
4/15/2017,9,5,1.732050808
3/12/2017,1,2,1.732050808
5/6/2017,4,1,1.732050808
8/15/2017,3,5,1.732050808
6/28/2016,1,21,1.732050808
7/7/2017,3,2,1.732050808
8/31/2016,4,2,1.732050808
7/6/2017,8,82,1.732050808
7/20/2017,4,6,1.7303991
5/21/2017,22,22,1.728610783
7/24/2017,4,22,1.727486766
4/26/2017,22,6,1.726851663
8/14/2017,8,17,1.726543478
8/20/2017,22,6,1.725825084
11/11/2016,3,2,1.724632997
4/29/2017,30,82,1.723280874
8/9/2017,8,2,1.722401424
10/23/2016,3,2,1.722401424
5/28/2017,9,82,1.722401424
6/9/2016,3,17,1.722401424
5/14/2017,9,21,1.722401424
8/17/2017,22,7,1.722401424
5/11/2017,12,21,1.721521526
5/6/2017,22,82,1.721521526
4/24/2017,3,17,1.718249386
5/18/2017,1,17,1.715938357
4/24/2017,30,82,1.712697677
6/5/2017,22,20,1.712510528
7/14/2017,22,22,1.712061286
7/13/2017,4,6,1.711306936
7/13/2017,9,17,1.709867048
6/13/2017,8,6,1.707825128
7/23/2017,4,6,1.707825128
7/7/2017,9,20,1.707825128
7/8/2017,60,2,1.707825128
5/22/2017,3,9,1.707825128
4/20/2017,26,16,1.707825128
7/11/2017,3,2,1.707825128
4/2/2017,4,9,1.707825128
8/2/2017,9,2,1.707825128
5/20/2017,8,17,1.707825128
7/12/2017,9,17,1.707270549
7/14/2017,3,6,1.705947364
8/9/2017,9,17,1.705605731
6/10/2017,15,38,1.704336206
6/19/2017,8,17,1.700267359
7/31/2017,22,1,1.69872273
7/19/2017,9,17,1.698639307
6/18/2017,9,17,1.69829636
12/10/2016,3,2,1.695040343
8/6/2017,22,6,1.694905292
6/24/2017,4,2,1.693123347
5/7/2017,14,38,1.692225305
3/14/2017,4,6,1.685724374
7/27/2017,9,17,1.685329681
7/31/2017,8,17,1.68519117
3/11/2017,7,30,1.685018016
5/16/2017,9,21,1.685018016
4/23/2017,3,17,1.684664726
8/17/2017,22,22,1.684208758
7/9/2017,4,33,1.683250823
6/4/2017,8,82,1.681835732
6/20/2017,3,17,1.680336101
7/15/2017,4,1,1.6800974
8/20/2017,56,6,1.678744119
8/18/2017,4,22,1.678618876
11/15/2016,3,3,1.676429738
5/4/2017,9,21,1.67616342
5/12/2017,30,82,1.675616993
9/16/2016,3,2,1.673320053
7/2/2017,8,2,1.673320053
3/5/2017,1,4,1.673320053
5/27/2017,57,17,1.673320053
6/13/2017,3,2,1.673320053
6/8/2017,15,38,1.673320053
5/9/2017,9,22,1.673320053
10/17/2016,3,17,1.673320053
5/3/2017,22,22,1.669045921
12/13/2016,3,2,1.669045921
6/30/2017,8,82,1.667618776
5/20/2017,9,17,1.666666667
8/14/2016,3,17,1.666666667
3/27/2017,1,20,1.666666667
12/19/2016,12,4,1.665833125
5/22/2017,4,23,1.66458203
4/13/2017,3,17,1.664100589
7/22/2016,4,17,1.663329993
1/11/2017,3,2,1.660404904
3/11/2017,4,21,1.660059147
5/24/2017,8,17,1.658312395
7/8/2017,1,17,1.658312395
6/7/2017,8,17,1.658312395
6/20/2017,14,38,1.657446009
5/8/2017,14,38,1.654010298
6/21/2017,22,22,1.651117947
8/18/2017,9,17,1.650840612
6/3/2017,4,6,1.649915823
8/8/2017,22,22,1.649323969
6/5/2017,14,38,1.645934638
7/27/2017,1,2,1.643167673
5/14/2017,8,1,1.643167673
7/12/2017,7,2,1.643167673
4/17/2017,3,21,1.643167673
6/3/2017,12,21,1.643167673
5/25/2017,1,17,1.643167673
3/30/2017,9,6,1.643167673
8/4/2017,22,9,1.643167673
7/10/2017,28,20,1.643167673
5/1/2017,22,1,1.643167673
8/1/2017,4,6,1.643167673
4/29/2017,1,20,1.643167673
7/26/2017,8,22,1.643167673
5/20/2017,4,2,1.643167673
5/22/2017,4,2,1.643167673
10/6/2016,3,4,1.643167673
12/19/2016,3,58,1.642080562
11/13/2016,1,4,1.642080562
6/9/2017,9,16,1.642080562
6/12/2017,9,17,1.642080562
8/16/2017,22,22,1.641762655
7/8/2017,8,82,1.6414763
5/31/2017,8,82,1.6414763
5/31/2017,3,21,1.638814903
6/8/2017,8,82,1.638814903
5/28/2017,8,17,1.636391694
2/28/2017,4,6,1.636214473
8/6/2017,22,48,1.632993162
5/28/2017,9,16,1.632993162
1/20/2017,3,4,1.632993162
9/24/2016,3,17,1.632993162
7/15/2017,63,20,1.632993162
1/13/2017,12,4,1.632993162
12/7/2016,3,4,1.632993162
6/8/2017,8,16,1.632993162
5/5/2017,22,22,1.632993162
10/17/2016,3,4,1.632993162
5/26/2017,4,2,1.632993162
4/16/2017,1,20,1.632993162
5/24/2017,9,82,1.632993162
5/1/2017,22,22,1.632993162
5/26/2017,4,82,1.632993162
3/5/2017,1,2,1.631716887
10/24/2016,12,2,1.631716887
7/30/2017,15,37,1.628127759
7/25/2017,22,1,1.626700294
7/30/2017,56,6,1.625123269
6/6/2017,3,21,1.624221425
7/4/2017,4,2,1.624221425
5/11/2017,30,82,1.624221425
8/12/2017,22,22,1.623005342
7/19/2017,22,1,1.621510613
7/4/2017,8,82,1.621353718
4/22/2017,30,82,1.621353718
6/7/2017,8,82,1.620185175
5/12/2017,9,17,1.619327707
10/29/2016,3,17,1.618347187
11/12/2016,3,3,1.615893286
7/31/2017,3,2,1.61432977
7/6/2017,4,2,1.61245155
8/4/2017,22,1,1.611082939
5/29/2017,4,6,1.607275127
12/24/2016,4,30,1.607275127
8/4/2017,9,16,1.60527975
7/7/2017,8,17,1.603567451
7/22/2017,8,1,1.603567451
5/20/2017,9,16,1.602081979
8/12/2017,8,2,1.602081979
1/20/2017,3,2,1.602081979
5/27/2017,4,2,1.602081979
10/23/2016,3,17,1.602081979
4/15/2017,22,48,1.600781059
6/3/2017,22,1,1.600781059
7/25/2017,8,17,1.598519051
5/18/2017,9,82,1.597989809
10/14/2016,3,5,1.594633859
3/20/2017,22,2,1.594260539
3/2/2017,22,2,1.592392629
8/13/2017,22,9,1.592328912
8/21/2017,22,9,1.590990258
3/21/2016,1,4,1.590990258
1/5/2017,22,21,1.590990258
7/28/2017,8,16,1.589898669
7/10/2017,4,6,1.589898669
4/25/2017,1,20,1.58922655
6/13/2017,8,82,1.58922655
6/17/2017,22,20,1.588650221
5/18/2017,22,1,1.58861078
5/31/2017,22,48,1.58771324
5/19/2017,9,17,1.585922922
6/14/2017,8,17,1.585922922
3/30/2017,4,6,1.584187721
7/1/2017,9,6,1.58113883
5/5/2017,8,22,1.58113883
12/17/2016,3,2,1.58113883
8/14/2017,8,16,1.58113883
3/27/2017,22,48,1.58113883
2/26/2017,8,30,1.58113883
3/5/2017,4,70,1.58113883
5/8/2017,9,17,1.58113883
4/28/2017,22,22,1.58113883
6/22/2017,4,2,1.579820665
6/18/2017,8,82,1.579632266
4/24/2017,13,38,1.579084133
8/4/2017,3,2,1.578261414
8/11/2017,9,17,1.578261414
9/11/2016,3,17,1.578261414
5/18/2017,3,17,1.573591585
3/10/2017,22,6,1.573591585
5/30/2017,9,16,1.572490786
8/10/2017,8,2,1.571810496
3/20/2017,4,6,1.570562532
6/17/2017,4,2,1.569235483
6/20/2017,8,82,1.567527626
5/15/2017,22,82,1.564405351
5/17/2017,3,21,1.563975777
2/25/2017,4,6,1.559914528
3/7/2017,4,6,1.558821427
7/22/2017,63,22,1.556623565
7/30/2017,9,17,1.556623565
5/25/2017,3,21,1.555488386
6/21/2017,8,82,1.554857684
6/29/2017,3,17,1.554563176
4/18/2017,22,22,1.554563176
3/24/2017,4,6,1.553588222
1/6/2017,1,58,1.552647509
6/9/2017,9,22,1.552647509
5/22/2016,3,17,1.549193338
7/8/2017,3,6,1.549193338
12/13/2015,3,2,1.549193338
4/13/2017,1,16,1.549193338
7/30/2017,7,17,1.549193338
11/16/2016,1,4,1.549193338
8/11/2017,8,2,1.549193338
6/16/2017,9,6,1.547847968
6/22/2017,22,22,1.545603083
8/11/2017,4,22,1.541694699
10/28/2016,3,17,1.540657773
12/21/2016,3,4,1.540657773
7/25/2017,9,17,1.536822489
7/7/2017,22,20,1.536590743
7/28/2017,22,48,1.536590743
2/23/2017,4,6,1.536590743
5/28/2017,22,6,1.534232397
3/10/2017,22,48,1.533844377
8/9/2017,8,5,1.527525232
4/16/2017,4,82,1.527525232
7/19/2017,30,42,1.527525232
10/18/2016,3,5,1.527525232
2/12/2017,7,4,1.527525232
6/8/2017,7,16,1.527525232
3/3/2017,22,2,1.527525232
7/26/2017,28,42,1.527525232
4/29/2017,3,38,1.527525232
6/10/2017,9,24,1.527525232
3/18/2017,3,2,1.527525232
8/8/2017,9,22,1.527525232
6/24/2017,3,16,1.527525232
8/8/2017,16,2,1.527525232
6/23/2017,9,82,1.527525232
6/18/2017,9,50,1.527525232
6/3/2017,1,21,1.527525232
3/28/2017,3,2,1.527525232
5/5/2017,30,21,1.527525232
6/21/2017,9,6,1.527525232
2/21/2017,22,48,1.527525232
1/16/2017,1,4,1.527525232
3/8/2017,22,6,1.527525232
6/12/2017,1,17,1.527525232
6/2/2016,1,16,1.527525232
6/9/2016,1,43,1.527525232
3/15/2017,1,10,1.527525232
1/24/2017,3,30,1.527525232
5/20/2017,1,17,1.527525232
7/22/2017,22,24,1.527525232
7/4/2017,63,17,1.527525232
6/8/2017,9,22,1.527525232
3/17/2017,22,4,1.527525232
5/10/2017,22,82,1.527525232
6/16/2017,8,20,1.527525232
7/6/2017,22,50,1.527525232
5/10/2017,8,9,1.527525232
7/15/2017,60,20,1.527525232
8/15/2017,1,17,1.527525232
4/9/2017,22,20,1.527525232
8/13/2017,9,6,1.527525232
6/1/2017,57,22,1.527525232
6/22/2017,9,22,1.527525232
7/17/2017,60,22,1.527525232
8/18/2017,3,2,1.527525232
7/8/2017,3,16,1.527525232
8/21/2016,4,2,1.527525232
7/2/2017,60,20,1.527525232
5/30/2017,8,6,1.527525232
4/14/2017,22,2,1.527525232
7/20/2017,63,82,1.527525232
7/12/2017,9,2,1.527525232
4/24/2017,22,48,1.527525232
7/27/2017,9,18,1.527525232
6/28/2017,9,1,1.527525232
7/29/2016,3,6,1.527525232
5/29/2017,8,16,1.527525232
2/3/2017,4,65,1.527525232
5/26/2017,30,20,1.527525232
6/1/2017,8,1,1.527525232
4/18/2017,22,2,1.527525232
4/26/2017,22,1,1.527525232
6/10/2017,15,21,1.527525232
8/6/2017,22,45,1.527525232
5/16/2017,7,82,1.527525232
6/6/2017,3,2,1.527525232
6/12/2017,9,6,1.527525232
6/12/2017,9,2,1.527525232
8/2/2017,9,22,1.527525232
4/18/2017,4,1,1.527525232
7/20/2017,63,22,1.527525232
6/29/2017,8,39,1.527525232
10/10/2016,1,6,1.527525232
4/30/2017,3,16,1.527525232
7/18/2017,4,6,1.52542554
6/1/2017,3,21,1.525063337
8/13/2017,9,17,1.523883927
5/31/2017,22,6,1.523843717
1/25/2017,3,2,1.52136795
5/22/2017,8,17,1.521277659
7/17/2017,22,22,1.521277659
5/30/2017,22,1,1.520005482
11/2/2016,4,17,1.519109051
7/27/2017,22,6,1.518921873
7/31/2017,22,6,1.517517836
7/20/2017,22,6,1.516648124
10/12/2016,3,4,1.516575089
8/1/2017,22,46,1.516575089
2/25/2017,22,6,1.516575089
2/18/2017,22,48,1.516575089
5/6/2017,8,82,1.516575089
3/3/2017,1,4,1.516575089
5/30/2017,9,20,1.516575089
7/14/2017,22,2,1.516575089
10/11/2016,3,17,1.516575089
8/11/2017,8,6,1.516575089
10/26/2016,3,4,1.516575089
7/1/2017,3,17,1.514450595
10/24/2016,3,17,1.513574937
7/25/2017,22,22,1.513033836
5/24/2017,3,21,1.51281596
10/1/2016,7,2,1.511857892
10/26/2016,3,5,1.511857892
8/17/2017,8,1,1.511857892
6/4/2017,12,21,1.511857892
3/20/2017,28,48,1.511857892
6/11/2017,12,21,1.511857892
7/15/2017,4,2,1.511857892
7/5/2017,8,82,1.511857892
8/19/2017,22,48,1.511857892
7/15/2017,22,6,1.511667482
5/22/2017,14,38,1.509975195
6/17/2017,14,38,1.507879054
6/16/2017,9,17,1.507556723
6/27/2017,22,20,1.505940617
6/30/2017,9,16,1.505940617
5/22/2017,9,17,1.505545305
6/26/2016,7,17,1.505545305
5/11/2017,9,17,1.505545305
2/25/2017,22,48,1.505545305
5/12/2017,22,17,1.505545305
8/21/2017,22,22,1.505545305
12/16/2016,1,5,1.505545305
12/28/2016,3,2,1.505545305
3/8/2017,4,70,1.505545305
3/7/2017,12,38,1.505545305
6/10/2017,14,38,1.505442982
8/8/2017,9,17,1.505199322
6/23/2017,4,2,1.504160896
6/4/2017,22,1,1.502379066
7/30/2017,30,18,1.5
11/4/2016,3,2,1.5
9/10/2016,4,2,1.5
3/7/2017,4,70,1.5
5/2/2017,22,22,1.5
1/22/2017,3,2,1.5
8/14/2017,8,6,1.5
3/20/2017,8,21,1.5
5/10/2017,22,48,1.5
4/28/2017,9,17,1.5
5/13/2017,8,1,1.5
4/14/2017,3,9,1.5
7/30/2017,8,18,1.5
6/16/2017,1,17,1.5
6/2/2017,3,17,1.5
4/25/2017,9,17,1.5
5/26/2017,9,16,1.5
4/10/2017,9,17,1.5
8/12/2016,3,17,1.5
3/8/2017,22,9,1.5
6/8/2017,22,50,1.5
7/3/2017,1,16,1.5
4/23/2017,9,17,1.5
6/27/2017,22,46,1.5
6/18/2017,7,17,1.5
8/10/2017,9,22,1.5
8/22/2016,4,17,1.5
3/6/2017,22,27,1.5
7/21/2017,22,48,1.5
3/6/2017,1,4,1.5
7/14/2017,8,2,1.5
8/13/2017,8,17,1.5
6/22/2017,9,50,1.5
7/14/2017,8,22,1.5
6/1/2016,3,17,1.5
7/23/2017,4,2,1.5
8/8/2017,3,6,1.5
6/23/2017,22,20,1.499465717
3/18/2017,4,21,1.498842146
6/25/2017,4,6,1.497219645
12/14/2016,3,2,1.497219645
6/21/2017,3,17,1.494085562
1/5/2017,22,2,1.493039406
11/28/2016,3,3,1.492042384
7/13/2017,4,1,1.488047618
7/31/2017,9,16,1.488047618
5/29/2017,8,17,1.488047618
7/23/2017,9,17,1.486446706
11/25/2016,1,4,1.486152999
10/15/2016,8,5,1.483239697
1/19/2017,1,2,1.483239697
2/5/2017,4,4,1.483239697
7/24/2017,12,17,1.483239697
5/6/2017,9,22,1.483239697
8/12/2017,22,20,1.483239697
5/14/2017,3,21,1.482310776
6/6/2017,9,17,1.47478812
7/17/2017,4,22,1.473670009
7/19/2016,1,17,1.471960144
8/11/2017,3,42,1.471960144
6/3/2017,4,82,1.471960144
3/15/2017,22,48,1.471960144
6/7/2017,22,50,1.471960144
3/2/2017,3,4,1.471960144
7/26/2017,8,1,1.471960144
8/10/2017,4,6,1.471960144
5/4/2017,9,22,1.471960144
7/6/2017,22,1,1.466804401
7/19/2017,4,2,1.466804401
8/1/2017,8,18,1.463850109
9/9/2016,3,17,1.463850109
6/9/2017,3,17,1.463850109
10/14/2016,3,58,1.463850109
5/13/2017,9,17,1.463850109
5/31/2017,4,2,1.463850109
5/24/2017,22,82,1.460593487
7/1/2017,4,2,1.460091823
7/25/2017,9,6,1.457737974
7/17/2017,22,1,1.455108084
7/29/2017,56,6,1.454977342
12/19/2016,3,2,1.453183548
6/10/2017,9,17,1.452966315
